"code_commune","nom_commune","departement","population","nb_cambriolages","taux_pour_mille"
"44186","Sainte-Pazanne","44",7201,18,5.9540227
"44187","Saint-Père-en-Retz","44",4894,7,3.1264876
"44188","Saint-Philbert-de-Grand-Lieu","44",9400,10,2.4932613
"44190","Saint-Sébastien-sur-Loire","44",28596,200,13.6895083
"44194","Sautron","44",8555,29,6.9684311
"44195","Savenay","44",9543,28,6.9604478
"44196","Sévérac","44",1690,6,6.7873303
"44198","Les Sorinières","44",9275,65,15.876893
"44201","Sucé-sur-Erdre","44",7539,31,9.1411627
"44203","Le Temple-de-Bretagne","44",1975,15,18.2303303
"44204","Thouaré-sur-Loire","44",11004,31,6.7552716
"44209","Treillières","44",10600,29,6.805609
"44210","Trignac","44",8397,27,6.758852
"44211","La Turballe","44",4850,37,6.420003
"44212","Vallet","44",9495,23,5.425808
"44213","Varades",NA,7587,16,4.5008207
"44215","Vertou","44",26227,108,8.8887604
"44216","Vieillevigne","44",4150,9,5.0356816
"44217","Vigneux-de-Bretagne","44",6692,36,13.4378499
"44223","Geneston","44",3685,9,5.8438277
"45004","Amilly","45",13582,58,9.0491728
"45006","Ardon","45",1203,9,13.4932534
"45028","Beaugency","45",8024,24,5.6185064
"45032","Le Bignon-Mirabeau","45",303,0,0
"45034","Boigny-sur-Bionne","45",2194,6,6.5401782
"45040","Bonny-sur-Loire","45",1870,7,5.6708907
"45044","Bougy-lez-Neuville","45",154,0,0
"45053","Briare","45",4911,18,5.762414
"45056","Bromeilles","45",319,0,0
"45058","Bucy-le-Roi","45",177,0,0
"45061","Cepoy","45",2332,9,7.0367475
"45068","Châlette-sur-Loing","45",12677,68,11.152001
"45075","La Chapelle-Saint-Mesmin","45",11017,26,5.3652846
"45082","Châteauneuf-sur-Loire","45",8546,15,3.4082916
"45087","Châtillon-sur-Loire","45",3065,10,5.2934431
"45089","Chécy","45",9083,31,7.9291585
"45095","Chilleurs-aux-Bois","45",2084,7,5.9197593
"45097","Chuelles","45",1237,6,8.1204183
"45099","Coinces","45",501,0,0
"45108","Coullons","45",2231,5,3.8556485
"45110","Courcelles-le-Roi","45",316,0,0
"45115","Courtenay","45",3772,5,2.0292514
"45124","Desmonts","45",169,0,0
"45126","Donnery","45",2873,9,7.2933549
"45127","Dordives","45",3277,20,12.5253115
"45129","Douchy-Montcorbon","45",1370,8,8.5119587
"45142","Fay-aux-Loges","45",3916,11,6.2632587
"45145","Ferrières-en-Gâtinais","45",3839,11,5.4392307
"45146","La Ferté-Saint-Aubin","45",7284,30,8.2811534
"45147","Fleury-les-Aubrais","45",21804,66,6.5190582
"45148","Fontenay-sur-Loing","45",1659,8,9.2807425
"45154","Gidy","45",2084,9,10.7015458
"45155","Gien","45",13459,37,4.8541245
"45169","Ingré","45",10062,35,8.3179866
"45170","Intville-la-Guétard","45",164,0,0
"45173","Jargeau","45",4610,9,4.0105355
"45175","Jouy-le-Potier","45",1643,20,25.8064516
"45179","Lailly-en-Val","45",3101,5,3.6711138
"45182","Ligny-le-Ribault","45",1252,6,8.2530949
"45183","Lion-en-Beauce","45",120,0,0
"45188","Loury","45",2616,7,6.1463497
"45191","Malesherbes",NA,8016,16,4.0959136
"45193","Marcilly-en-Villette","45",2180,10,9.346538
"45194","Mardié","45",3078,9,6.6617321
"45200","Ménestreau-en-Villette","45",1370,6,8.0350881
"45201","Mérinville","45",171,0,0
"45208","Montargis","45",14825,44,4.6879529
"45212","Montcresson","45",1262,12,16.8560955
"45232","Olivet","45",23507,58,4.7913855
"45234","Orléans","45",116357,253,3.7353626
"45252","Pithiviers","45",8856,23,4.9414725
"45254","Poilly-lez-Gien","45",2465,19,14.43769
"45258","Puiseaux","45",3299,5,2.9318269
"45260","Ramoulu","45",241,0,0
"45272","Saint-Cyr-en-Val","45",3467,19,11.4883246
"45274","Saint-Denis-en-Val","45",7766,11,3.2696616
"45278","Sainte-Geneviève-des-Bois","45",1054,7,10.2071802
"45284","Saint-Jean-de-Braye","45",23147,54,5.1387615
"45285","Saint-Jean-de-la-Ruelle","45",16768,42,5.414892
"45286","Saint-Jean-le-Blanc","45",9562,22,4.3781095
"45294","Saint-Michel","45",151,0,0
"45298","Saint-Pryvé-Saint-Mesmin","45",6256,20,6.9874405
"45299","Saint-Sigismond","45",269,0,0
"45300","Sandillon","45",4300,13,7.1643634
"45302","Saran","45",17316,51,7.015595
"45308","Semoy","45",3269,10,7.1942446
"45315","Sully-sur-Loire","45",5124,16,5.5140603
"45320","Thignonville","45",372,0,0
"45324","Tigy","45",2484,7,5.8139535
"45325","Tivernon","45",278,0,0
"45338","Villemandeur","45",7078,41,11.5267432
"45346","Vitry-aux-Loges","45",2183,6,5.3207155
"46017","Bannes","46",143,0,0
"46018","Le Bastit","46",145,0,0
"46022","Bélaye","46",214,0,0
"46027","Berganty","46",146,0,0
"46031","Blars","46",137,0,0
"46036","Le Bouyssou","46",121,0,0
"46037","Bouziès","46",93,0,0
"46039","Brengues","46",195,0,0
"46042","Cahors","46",20050,76,5.7344073
"46043","Cahus","46",185,0,0
"46056","Carayac","46",104,0,0
"46068","Cénevières","46",185,0,0
"46070","Cieurac","46",660,0,0
"46078","Couzou","46",95,0,0
"46079","Cras","46",97,0,0
"46081","Crégols","46",87,0,0
"46091","Escamps","46",206,0,0
"46092","Esclauzels","46",224,0,0
"46096","Espeyroux","46",98,0,0
"46097","Estal","46",97,0,0
"46102","Figeac","46",9793,33,4.9811321
"46104","Flaujac-Gare","46",84,0,0
"46108","Fons","46",403,0,0
"46111","Fourmagnac","46",178,0,0
"46124","Glanes","46",292,0,0
"46127","Gourdon","46",4206,17,5.7372284
"46133","Issepts","46",266,0,0
"46134","Les Junies","46",251,0,0
"46136","Labastide-du-Vert","46",279,0,0
"46139","Labathude","46",203,0,0
"46144","Lacave","46",271,0,0
"46146","Ladirat","46",86,0,0
"46154","Laramière","46",356,0,0
"46159","Latouille-Lentillac","46",247,0,0
"46160","Latronquière","46",447,0,0
"46162","Lauzès","46",200,0,0
"46168","Lentillac-Saint-Blaise","46",191,0,0
"46169","Léobard","46",234,0,0
"46183","Marcilhac-sur-Célé","46",173,0,0
"46184","Marminiac","46",349,0,0
"46186","Masclat","46",357,0,0
"46188","Maxou","46",287,0,0
"46195","Molières","46",357,0,0
"46199","Montcabrier","46",342,0,0
"46210","Nadillac","46",75,0,0
"46212","Orniac","46",73,0,0
"46213","Padirac","46",182,0,0
"46224","Pradines","46",3617,9,4.9192005
"46225","Prayssac","46",2519,20,11.9760479
"46226","Prendeignes","46",236,0,0
"46231","Puy-l'Évêque","46",1860,10,7.1123755
"46233","Quissac-en-Quercy","46",107,0,0
"46234","Rampoux","46",104,0,0
"46236","Reilhaguet","46",156,0,0
"46243","Rueyres","46",198,0,0
"46244","Sabadel-Latronquière","46",92,0,0
"46246","Saignes","46",74,0,0
"46249","Saint-Bressou","46",124,0,0
"46255","Saint-Cirgues","46",324,0,0
"46258","Saint-Cirq-Souillaguet","46",172,0,0
"46260","Sainte-Colombe","46",236,0,0
"46276","Saint-Martin-Labouval","46",202,0,0
"46279","Saint-Maurice-en-Quercy","46",202,0,0
"46282","Saint-Médard-Nicourby","46",99,0,0
"46286","Saint-Paul-de-Vern","46",171,0,0
"46289","Saint-Pierre-Toirac","46",165,0,0
"46292","Saint-Simon","46",195,0,0
"46294","Saint-Sulpice","46",127,0,0
"46295","Saint-Vincent-du-Pendit","46",230,0,0
"46299","Sauliac-sur-Célé","46",114,0,0
"46304","Séniergues","46",146,0,0
"46306","Sonac","46",94,0,0
"46310","Soulomès","46",131,0,0
"46318","Thémines","46",240,0,0
"46319","Théminettes","46",181,0,0
"46323","Ussel","46",94,0,0
"46332","Viazac","46",344,0,0
"46338","Bessonies","46",72,0,0
"47001","Agen","47",32801,101,4.5790831
"47004","Aiguillon","47",3968,13,5.8165548
"47010","Antagnac","47",223,0,0
"47025","Beauville","47",551,0,0
"47029","Blanquefort-sur-Briolance","47",518,0,0
"47031","Boé","47",5846,20,7.5304126
"47032","Bon-Encontre","47",6530,28,8.6482105
"47050","Cassignas","47",127,0,0
"47052","Casteljaloux","47",4755,13,4.100592
"47061","Caumont-sur-Garonne","47",823,0,0
"47065","Clairac","47",2606,9,6.1760886
"47069","Colayrac-Saint-Cirq","47",3095,9,6.0774317
"47072","Courbiac","47",106,0,0
"47076","Cuq","47",278,0,0
"47078","Damazan","47",1358,7,8.6981035
"47080","Dévillac","47",157,0,0
"47091","Estillac","47",2463,5,4.3366421
"47100","Foulayronnes","47",5476,11,4.2015249
"47101","Fourques-sur-Garonne","47",1293,8,12.2526982
"47106","Fumel","47",4690,25,8.2431876
"47120","Jusix","47",96,0,0
"47122","Labretonie","47",167,0,0
"47143","Lavardac","47",2307,6,4.4719908
"47145","Layrac","47",4010,14,6.9674401
"47154","Lusignan-Petit","47",353,0,0
"47157","Marmande","47",17328,58,5.4653906
"47158","Marmont-Pachas","47",157,0,0
"47160","Masquières","47",171,0,0
"47167","Mézin","47",1433,8,8.318009
"47175","Monflanquin","47",2342,12,7.0847887
"47179","Monsempron-Libos","47",2122,6,4.8780488
"47185","Montayral","47",2654,5,3.2786885
"47187","Monteton","47",323,0,0
"47195","Nérac","47",6992,32,7.5319996
"47201","Le Passage","47",9326,45,8.6336168
"47202","Paulhiac","47",304,0,0
"47209","Pont-du-Casse","47",4191,16,7.9913606
"47215","Pujols","47",3769,7,3.7313433
"47227","Ruffiac","47",179,0,0
"47233","Sainte-Bazeille","47",3171,16,9.4916476
"47236","Sainte-Colombe-de-Duras","47",98,0,0
"47252","Sainte-Livrade-sur-Lot","47",6541,11,3.1239662
"47256","Saint-Martin-de-Villeréal","47",103,0,0
"47273","Saint-Robert","47",190,0,0
"47283","Saint-Vite","47",1192,5,8.0118099
"47286","Sauméjan","47",85,0,0
"47302","Sos","47",657,5,9.4175713
"47310","Tonneins","47",9459,24,4.5845272
"47311","Tourliac","47",137,0,0
"47323","Villeneuve-sur-Lot","47",22350,58,4.3293199
"48001","Albaret-le-Comtal","48",131,0,0
"48003","Allenc","48",265,0,0
"48004","Altier","48",213,0,0
"48007","Arzenc-d'Apcher","48",52,0,0
"48010","Auroux","48",364,0,0
"48012","Les Monts-Verts","48",313,0,0
"48015","Pied-de-Borne","48",208,0,0
"48019","Barre-des-Cévennes","48",200,0,0
"48020","Bassurels","48",62,0,0
"48021","La Bastide-Puylaurent","48",167,0,0
"48028","Les Bondons","48",139,0,0
"48029","Le Born","48",156,0,0
"48030","Brenoux","48",384,0,0
"48031","Brion","48",88,0,0
"48037","Chadenet","48",123,0,0
"48038","Chambon-le-Château",NA,532,0,0
"48041","Chastanier","48",76,0,0
"48042","Chastel-Nouvel","48",938,0,0
"48045","Chaudeyrac","48",291,0,0
"48046","Chaulhac","48",58,0,0
"48048","Cheylard-l'Évêque","48",65,0,0
"48050","Bédouès-Cocurès","48",457,0,0
"48054","Cubiérettes","48",44,0,0
"48055","Cultures","48",189,0,0
"48058","La Fage-Montivernoux","48",131,0,0
"48059","La Fage-Saint-Julien","48",303,0,0
"48064","Fournels","48",371,0,0
"48065","Fraissinet-de-Fourques","48",83,0,0
"48067","Gabriac","48",102,0,0
"48068","Gabrias","48",158,0,0
"48069","Gatuzières","48",52,0,0
"48071","Grandvals","48",61,0,0
"48073","Les Hermaux","48",108,0,0
"48074","Hures-la-Parade","48",242,0,0
"48077","Julianges","48",50,0,0
"48079","Lajo","48",114,0,0
"48082","Laubert","48",102,0,0
"48083","Les Laubies","48",151,0,0
"48085","Laval-du-Tarn","48",108,0,0
"48087","Malbouzon",NA,246,0,0
"48088","La Malène","48",130,0,0
"48090","Le Malzieu-Ville","48",745,0,0
"48091","Marchastel","48",44,0,0
"48094","Le Massegros",NA,935,0,0
"48095","Mende","48",12464,13,1.7898112
"48100","Montbel","48",146,0,0
"48105","Naussac",NA,372,0,0
"48106","Noalhac","48",94,0,0
"48107","Palhers","48",200,0,0
"48108","La Panouse","48",94,0,0
"48110","Paulhac-en-Margeride","48",87,0,0
"48112","Pierrefiche","48",158,0,0
"48117","Pourcharesses","48",130,0,0
"48121","Prunières","48",226,0,0
"48126","Ribennes",NA,379,0,0
"48129","Rocles","48",249,0,0
"48131","Le Rozier","48",126,0,0
"48138","Saint-Bonnet-de-Chirac","48",72,0,0
"48141","Mas-Saint-Chély","48",112,0,0
"48149","Sainte-Eulalie","48",37,0,0
"48151","Saint-Frézal-d'Albuges","48",62,0,0
"48153","Saint-Gal","48",89,0,0
"48156","Saint-Germain-du-Teil","48",858,0,0
"48157","Sainte-Hélène","48",97,0,0
"48158","Saint-Hilaire-de-Lavit","48",104,0,0
"48160","Saint-Jean-la-Fouillouse","48",125,0,0
"48163","Saint-Julien-des-Points","48",121,0,0
"48165","Saint-Laurent-de-Muret","48",193,0,0
"48166","Saint-Laurent-de-Trèves",NA,282,0,0
"48167","Saint-Laurent-de-Veyrès","48",31,0,0
"48168","Saint-Léger-de-Peyre","48",184,0,0
"48173","Saint-Michel-de-Dèze","48",226,0,0
"48174","Saint-Paul-le-Froid","48",132,0,0
"48175","Saint-Pierre-de-Nogaret","48",174,0,0
"48176","Saint-Pierre-des-Tripiers","48",99,0,0
"48177","Saint-Pierre-le-Vieux","48",308,0,0
"48179","Saint-Privat-du-Fau","48",115,0,0
"48181","Saint-Saturnin","48",56,0,0
"48182","Saint-Sauveur-de-Ginestoux","48",60,0,0
"48187","Les Salces","48",83,0,0
"48190","Termes","48",214,0,0
"48191","La Tieule","48",94,0,0
"48192","Trélans","48",88,0,0
"48193","Vebron","48",225,0,0
"48198","Villefort","48",618,0,0
"49002","Allonnes","49",2911,5,3.4780388
"49007","Angers","49",159022,212,2.2945893
"49011","Artannes-sur-Thouet","49",405,0,0
"49015","Avrillé","49",15251,50,6.7125703
"49018","Baugé",NA,11712,12,1.9897709
"49020","Beaucouzé","49",5732,18,6.9039831
"49021","Beaufort-en-Vallée",NA,6901,14,4.4914982
"49023","Beaupréau",NA,23989,50,4.7633524
"49026","Bécon-les-Granits","49",2811,11,8.9486066
"49028","Béhuard","49",115,0,0
"49035","Bouchemaine","49",6580,19,6.4306053
"49048","Briollay","49",3225,11,7.961196
"49050","Brissac-Quincé",NA,10878,39,8.06219
"49057","Cernusson","49",329,0,0
"49060","Chacé",NA,3435,13,7.5858462
"49063","Chalonnes-sur-Loire","49",6659,12,3.6173454
"49068","Champtocé-sur-Loire","49",1829,8,9.560347
"49080","Châteauneuf-sur-Sarthe",NA,8751,26,6.4724919
"49092","Chemillé",NA,21999,48,5.0326692
"49099","Cholet","49",54404,140,5.002881
"49102","Cléré-sur-Layon","49",348,0,0
"35004","Val-Couesnon","35",4072,6,2.6166594
"35069","Châteaugiron","35",10845,53,11.7952231
"35184","Montauban-de-Bretagne","35",6597,16,5.4108894
"38001","Les Abrets en Dauphiné","38",6850,39,11.8646693
"38022","Les Avenières Veyrins-Thuellin","38",7698,30,7.6624752
"38253","Les Deux Alpes","38",1910,9,1.121063
"38292","Villages du Lac de Paladru","38",2598,23,16.8042139
"39368","Hauts de Bienne","39",5032,7,2.112479
"39434","Poligny","39",3976,7,2.8173703
"40243","Rion-des-Landes","40",3142,8,4.9850537
"41059","Le Controis-en-Sologne","41",6860,27,7.4153395
"41151","Montrichard Val de Cher","41",3611,8,2.8852835
"41167","Veuzain-sur-Loire","41",3333,12,6.3492063
"44005","Chaumes-en-Retz","44",7440,19,5.6964261
"44021","Villeneuve-en-Retz","44",5120,13,5.3726953
"44029","Divatte-sur-Loire","44",7252,24,7.7365129
"44213","Loireauxence","44",7587,16,4.5008207
"45191","Le Malesherbois","45",8016,16,4.0959136
"48038","Bel-Air-Val-d'Ance","48",532,0,0
"48087","Prinsuéjols-Malbouzon","48",246,0,0
"48094","Massegros Causses Gorges","48",935,0,0
"48105","Naussac-Fontanes","48",372,0,0
"48126","Lachamp-Ribennes","48",379,0,0
"48166","Cans et Cévennes","48",282,0,0
"49018","Baugé-en-Anjou","49",11712,12,1.9897709
"49021","Beaufort-en-Anjou","49",6901,14,4.4914982
"49023","Beaupréau-en-Mauges","49",23989,50,4.7633524
"49050","Brissac Loire Aubance","49",10878,39,8.06219
"49060","Bellevigne-les-Châteaux","49",3435,13,7.5858462
"49080","Les Hauts-d'Anjou","49",8751,26,6.4724919
"49092","Chemillé-en-Anjou","49",21999,48,5.0326692
"49110","Corzé","49",1991,6,7.1534998
"49125","Doué-la-Fontaine",NA,11029,29,5.2642858
"49126","Drain",NA,17162,27,3.5644228
"49127","Durtal","49",3386,8,4.5951267
"49129","Écouflant","49",4749,5,2.2529637
"49167","Juigné-sur-Loire",NA,4663,15,7.1816063
"49176","Le Lion-d'Angers","49",5390,18,7.5925806
"49180","Longué-Jumelles","49",6564,17,4.9591599
"49183","Le Louroux-Béconnais",NA,4981,6,2.7537378
"49192","Maulévrier","49",3172,10,7.328657
"49194","Mazé",NA,5761,8,3.2546786
"49200","La Membrolle-sur-Longuenée",NA,6571,24,8.8774511
"49214","Montreuil-Juigné","49",7808,13,3.7363289
"49218","Montrevault",NA,15726,37,5.1882286
"49220","Morannes sur Sarthe-Daumeray","49",3687,7,3.7960954
"49223","Mûrs-Erigné","49",6408,26,9.0217575
"49228","Noyant",NA,5448,20,5.8072009
"49240","La Plaine","49",1018,0,0
"49241","Le Plessis-Grammoire","49",2664,18,16.6512488
"49244","La Pommeraye",NA,18695,35,4.0749513
"49246","Les Ponts-de-Cé","49",13149,30,4.5305648
"49247","La Possonnière","49",2501,14,12.9218954
"49248","Pouancé",NA,8813,20,4.497414
"49259","Rochefort-sur-Loire","49",2333,8,7.3215518
"49261","Les Rosiers-sur-Loire",NA,8429,17,3.7408161
"49267","Saint-Barthélemy-d'Anjou","49",9720,24,5.2288239
"49271","Saint-Clément-de-la-Place","49",2168,10,11.5755864
"49278","Sainte-Gemmes-sur-Loire","49",3685,14,7.9699782
"49283","Saint-Georges-sur-Loire","49",3836,16,9.7236465
"49284","Saint-Germain-des-Prés","49",1388,10,15.7247803
"49288","Saint-Jean-de-la-Croix","49",232,0,0
"49298","Saint-Léger-des-Bois",NA,3866,19,12.434555
"49301","Saint-Macaire-en-Mauges",NA,25797,55,4.9590116
"49307","Saint-Mathurin-sur-Loire",NA,16765,50,7.0784446
"49308","Saint-Melaine-sur-Aubance","49",2216,13,13.6122752
"49323","Saint-Sylvain-d'Anjou",NA,8116,27,7.3924201
"49328","Saumur","49",26241,67,4.1791005
"49329","Savennières","49",1349,7,11.0706087
"49331","Segré",NA,17667,43,4.9624184
"49333","Seiches-sur-le-Loir","49",2844,8,5.853164
"49341","Souzay-Champigny","49",686,0,0
"49347","Tiercé","49",4589,22,10.3785798
"49353","Trélazé","49",16333,22,3.018234
"49367","Vern-d'Anjou",NA,5771,13,5.5732101
"49373","Vihiers",NA,7748,13,3.3176528
"49377","Villevêque",NA,5644,27,11.4779998
"49378","Vivy","49",2582,8,6.8502154
"50002","Agneaux","50",4286,7,3.0265208
"50003","Agon-Coutainville","50",3020,23,6.1744966
"50008","Anctoville-sur-Boscq","50",435,0,0
"50016","Appeville","50",200,0,0
"50024","Auxais","50",176,0,0
"50025","Avranches","50",10143,28,4.6354201
"50026","Azeville","50",79,0,0
"50028","La Baleine","50",105,0,0
"50030","Barfleur","50",542,0,0
"50032","La Barre-de-Semilly","50",1029,0,0
"50033","Baubigny","50",132,0,0
"50040","Beauficel","50",122,0,0
"50046","Bérigny","50",442,0,0
"50050","Beuvrigny","50",131,0,0
"50052","Beuzeville-la-Bastille","50",148,0,0
"50064","La Bonneville","50",173,0,0
"50066","Jullouville","50",2394,9,2.7177881
"50072","Brainville","50",214,0,0
"50076","Bréhal","50",3487,25,8.7260035
"50083","Bricquebosq","50",638,0,0
"50086","Brillevast","50",318,0,0
"50088","Brouains","50",140,0,0
"50096","Canteloup","50",220,0,0
"50097","Canville-la-Rocque","50",125,0,0
"50099","Carentan-les-Marais","50",10218,32,5.7393856
"50101","Carneville","50",240,0,0
"50102","Carolles","50",774,9,8.5071496
"50105","Catteville","50",106,0,0
"50115","Le Grippon","50",391,0,0
"50118","Champrepus","50",322,0,0
"50124","La Chapelle-Urée","50",172,0,0
"50126","Chavoy","50",126,0,0
"50129","Cherbourg-Octeville",NA,78258,112,2.5567711
"50146","Courtils","50",210,0,0
"50147","Coutances","50",8321,14,2.7972416
"50155","Crollon","50",301,0,0
"50156","Crosville-sur-Douve","50",62,0,0
"50159","Dangy","50",648,0,0
"50165","Donville-les-Bains","50",3146,24,9.4272665
"50174","Équilly","50",194,0,0
"50184","Flamanville","50",1639,0,0
"50186","Flottemanville","50",230,0,0
"50192","Fourneaux","50",131,0,0
"50216","Graignes-Mesnil-Angot","50",797,0,0
"50218","Granville","50",12510,34,3.3622385
"50219","Gratot","50",679,0,0
"50221","Grimesnil","50",71,0,0
"50222","Grosville","50",809,0,0
"50225","Le Guislain","50",135,0,0
"50227","Le Ham","50",309,0,0
"50229","Hamelin","50",111,0,0
"50231","Hauteville-sur-Mer","50",707,10,8.6580087
"50234","La Haye-Bellefond","50",63,0,0
"50235","La Haye-d'Ectot","50",285,0,0
"50241","Hémevez","50",189,0,0
"50247","Hocquigny","50",196,0,0
"50253","Huisnes-sur-Mer","50",169,0,0
"50258","Joganville","50",84,0,0
"50261","Lamberville","50",167,0,0
"50268","Lestre","50",242,0,0
"50271","Lingeard","50",80,0,0
"50278","Le Loreur","50",258,0,0
"50281","La Lucerne-d'Outremer","50",880,0,0
"50283","La Luzerne","50",87,0,0
"50296","Maupertus-sur-Mer","50",238,0,0
"50299","Le Mesnil","50",189,0,0
"50300","Le Mesnil-Adelée","50",157,0,0
"50302","Le Mesnil-Amey","50",288,0,0
"50304","Le Mesnil-Aubert","50",197,0,0
"50311","Le Mesnil-Garnier","50",220,0,0
"50312","Le Mesnil-Gilbert","50",146,0,0
"50317","Le Mesnil-Ozenne","50",265,0,0
"50332","Les Moitiers-d'Allonne","50",742,0,0
"50336","Montaigu-les-Bois","50",204,0,0
"50351","Montrabot","50",70,0,0
"50353","Le Mont-Saint-Michel","50",23,0,0
"50357","Morigny","50",70,0,0
"50359","Mortain",NA,2961,7,3.6726128
"50360","Morville","50",277,0,0
"50363","Moyon",NA,1489,0,0
"50368","Nay","50",70,0,0
"50372","Neufmesnil","50",176,0,0
"50373","Neuville-au-Plain","50",81,0,0
"50374","Neuville-en-Beaumont","50",27,0,0
"50376","Nicorps","50",354,0,0
"50379","Notre-Dame-de-Livoye","50",164,0,0
"50391","Parigny",NA,2605,5,3.3068783
"50397","Perriers-en-Beauficel","50",207,0,0
"50398","Le Perron","50",188,0,0
"50403","Pirou","50",1514,6,3.1916645
"50410","Pontorson",NA,4280,16,5.7411991
"50430","Reigneville-Bocage","50",34,0,0
"50451","Saint-Brice","50",140,0,0
"50454","Saint-Christophe-du-Foc","50",409,0,0
"50456","Saint-Clément-Rancoudray","50",555,0,0
"50464","Saint-Denis-le-Vêtu","50",590,0,0
"50471","Saint-Georges-de-la-Rivière","50",250,0,0
"50472","Saint-Georges-de-Livoye","50",204,0,0
"50476","Saint-Germain-d'Elle","50",209,0,0
"50478","Saint-Germain-de-Tournebut","50",418,0,0
"50479","Saint-Germain-de-Varreville","50",109,0,0
"50482","Saint-Germain-sur-Sèves","50",181,0,0
"50484","Saint-Hilaire-du-Harcouët",NA,5770,23,6.1206224
"50487","Saint-James",NA,5018,12,4.2415042
"50502","Saint-Lô","50",19471,39,3.3646556
"50504","Saint-Louet-sur-Vire","50",210,0,0
"50511","Saint-Martin-d'Audouville","50",158,0,0
"50512","Saint-Martin-de-Bonfossé","50",530,0,0
"50517","Saint-Martin-de-Varreville","50",173,0,0
"50518","Saint-Martin-le-Bouillant","50",301,0,0
"50528","Saint-Nicolas-de-Pierrepont","50",296,0,0
"50529","Saint-Nicolas-des-Bois","50",98,0,0
"50532","Saint-Pair-sur-Mer","50",4507,35,8.4182887
"50533","Saint-Patrice-de-Claids","50",180,0,0
"50548","Saint-Sauveur-de-Pierrepont","50",126,0,0
"50552","Saint-Sébastien-de-Raids","50",322,0,0
"50563","Saint-Vigor-des-Monts","50",284,0,0
"50571","Sébeville","50",34,0,0
"50572","Sénoville","50",188,0,0
"50574","Servon","50",252,0,0
"50578","Sortosville","50",80,0,0
"50579","Sottevast","50",1459,0,0
"50587","Taillepied","50",18,0,0
"50590","Le Tanu","50",430,0,0
"50603","Tourville-sur-Sienne","50",787,0,0
"50609","Turqueville","50",129,0,0
"50610","Urville","50",190,0,0
"50615","Valognes","50",6969,19,4.9920183
"50617","Varenguebec","50",321,0,0
"50618","Varouville","50",216,0,0
"50621","Vaudreville","50",77,0,0
"50626","Ver","50",386,0,0
"50633","Le Vicel","50",119,0,0
"50634","Videcosville","50",93,0,0
"50639","Villedieu-les-Poêles",NA,3903,11,4.4168672
"51001","Ablancourt","51",168,0,0
"51002","Saint-Martin-d'Ablois","51",1336,10,15.4336444
"51015","Argers","51",110,0,0
"51017","Arzillières-Neuville","51",322,0,0
"51030","Ay",NA,5103,20,7.1810059
"51033","Le Baizil","51",282,0,0
"51034","Bannay","51",23,0,0
"51045","Beaunay","51",102,0,0
"51048","Belval-sous-Châtillon","51",174,0,0
"51055","Bétheny","51",6975,30,9.0832424
"51058","Bezannes","51",5039,19,7.8924808
"51076","Boursault","51",393,0,0
"51083","Braux-Saint-Remy","51",80,0,0
"51086","Breuil-sur-Vesle","51",325,0,0
"51087","Breuvery-sur-Coole","51",207,0,0
"51108","Châlons-en-Champagne","51",42971,94,3.8984853
"51110","Chaltrait","51",60,0,0
"51111","Chambrecy","51",146,0,0
"51117","Champigneul-Champagne","51",322,0,0
"51118","Champigny","51",1647,5,8.2778187
"51120","Champlat-et-Boujacourt","51",139,0,0
"51132","Les Charmontois","51",119,0,0
"51143","Le Chemin","51",63,0,0
"51146","Cheniers","51",125,0,0
"51150","Cherville","51",85,0,0
"51156","Cloyes-sur-Marne","51",125,0,0
"51170","Corfélix","51",109,0,0
"51172","Cormontreuil","51",6534,28,9.1473375
"51173","Cormoyeux","51",129,0,0
"51174","Corribert","51",66,0,0
"51179","Coupéville","51",167,0,0
"51186","Courjeonnet","51",49,0,0
"51190","Courtagnon","51",77,0,0
"51191","Courtémont","51",64,0,0
"51201","Cuisles","51",133,0,0
"51206","Dampierre-le-Château","51",112,0,0
"51208","Dampierre-sur-Moivre","51",107,0,0
"51213","Dommartin-sous-Hans","51",45,0,0
"51214","Dommartin-Varimont","51",136,0,0
"51215","Dompremy","51",116,0,0
"51216","Dontrien","51",261,0,0
"51218","Val-de-Vière","51",131,0,0
"51220","Drouilly","51",145,0,0
"51222","Éclaires","51",82,0,0
"51226","Écury-le-Repos","51",62,0,0
"51228","Élise-Daucourt","51",85,0,0
"51230","Épernay","51",22174,44,3.2694125
"51233","Escardes","51",61,0,0
"51239","Étréchy","51",99,0,0
"51240","Étrepy","51",112,0,0
"51242","Fagnières","51",4858,12,5.8432792
"51255","Fontaine-en-Dormois","51",16,0,0
"51268","Germinon","51",190,0,0
"51272","Givry-en-Argonne","51",448,0,0
"51273","Givry-lès-Loisy","51",72,0,0
"51275","Glannes","51",183,0,0
"51280","Gratreuil","51",21,0,0
"51282","Gueux","51",1907,12,15.1576426
"51283","Hans","51",120,0,0
"51289","Heiltz-le-Maurupt","51",429,0,0
"51290","Heiltz-l'Évêque","51",276,0,0
"51291","Hermonville","51",1419,7,11.3318841
"51294","Hourges","51",86,0,0
"51298","Igny-Comblizy","51",431,0,0
"51299","Isles-sur-Suippe","51",975,6,14.6699267
"51302","Les Istres-et-Bury","51",92,0,0
"51308","Jonchery-sur-Vesle","51",1822,6,6.9555215
"51315","Landricourt","51",130,0,0
"51317","Laval-sur-Tourbe","51",52,0,0
