"code_commune","nom_commune","departement","population","nb_cambriolages","taux_pour_mille"
"29160","Plabennec","29",8686,10,2.6260504
"29162","Pleyben","29",3692,8,3.8966474
"29163","Pleyber-Christ","29",3166,7,4.34875
"29165","Plobannalec-Lesconil","29",3718,10,3.4478401
"29173","Plonéis","29",2409,9,8.2493126
"29174","Plonéour-Lanvern","29",6452,16,4.6672108
"29176","Plonévez-Porzay","29",1781,6,4.8631538
"29178","Ploudalmézeau","29",6522,13,3.634912
"29189","Plougastel-Daoulas","29",13434,44,6.6940989
"29191","Plougonven","29",3382,8,4.6570637
"29195","Plouguerneau","29",6755,13,2.8683451
"29199","Plouigneau",NA,5014,12,4.6931307
"29204","Plounéventer","29",2251,6,6.2384229
"29207","Plourin-lès-Morlaix","29",4548,21,9.0335712
"29209","Plouvien","29",3968,5,2.8537826
"29212","Plouzané","29",13567,19,3.2662624
"29215","Plozévet","29",2984,21,8.2600933
"29216","Pluguffan","29",4223,8,3.9177277
"29220","Pont-l'Abbé","29",8484,23,4.2005964
"29232","Quimper","29",64385,178,4.562028
"29233","Quimperlé","29",12469,35,5.2361536
"29235","Le Relecq-Kerhuon","29",11897,32,5.5198046
"29239","Roscoff","29",3334,8,2.5707691
"29241","Rosporden","29",7550,18,4.3745222
"29246","Saint-Eloy","29",220,0,0
"29254","Saint-Martin-des-Champs","29",4773,23,8.4279956
"29259","Saint-Pol-de-Léon","29",6941,6,1.3278701
"29260","Saint-Renan","29",8577,16,4.1631254
"29261","Saint-Rivoal","29",223,0,0
"29266","Saint-Thégonnec",NA,3148,5,3.3391475
"29272","Saint-Yvi","29",3431,7,4.6064435
"29273","Santec","29",2454,5,2.8823512
"29278","Spézet","29",1774,8,6.5414954
"29286","Tréflévénez","29",260,0,0
"29289","Trégarvan","29",134,0,0
"29293","Trégunc","29",7148,26,5.0904908
"29301","Trézilidé","29",405,0,0
"2A004","Ajaccio","2A",76320,32,0.8800406
"2A014","Ambiegna","2A",79,0,0
"2A018","Arbellara","2A",165,0,0
"2A019","Arbori","2A",53,0,0
"2A021","Argiusta-Moriccio","2A",75,0,0
"2A022","Arro","2A",80,0,0
"2A026","Azilone-Ampaza","2A",208,0,0
"2A027","Azzana","2A",49,0,0
"2A028","Balogna","2A",135,0,0
"2A038","Bilia","2A",54,0,0
"2A056","Campo","2A",102,0,0
"2A064","Cardo-Torgia","2A",32,0,0
"2A071","Casalabriva","2A",235,0,0
"2A090","Coggia","2A",818,0,0
"2A094","Corrano","2A",75,0,0
"2A099","Cozzano","2A",282,0,0
"2A100","Cristinacce","2A",77,0,0
"2A108","Évisa","2A",231,0,0
"2A117","Forciolo","2A",93,0,0
"2A119","Frasseto","2A",134,0,0
"2A127","Giuncheto","2A",106,0,0
"2A128","Granace","2A",92,0,0
"2A129","Grossa","2A",74,0,0
"2A131","Guagno","2A",145,0,0
"2A133","Guitera-les-Bains","2A",154,0,0
"2A141","Letia","2A",111,0,0
"2A144","Lopigna","2A",113,0,0
"2A146","Loreto-di-Tallano","2A",47,0,0
"2A158","Mela","2A",37,0,0
"2A160","Moca-Croce","2A",221,0,0
"2A163","Monacia-d'Aullène","2A",540,0,0
"2A174","Murzo","2A",98,0,0
"2A186","Olivese","2A",221,0,0
"2A191","Olmiccia","2A",120,0,0
"2A198","Ota","2A",470,0,0
"2A203","Partinello","2A",94,0,0
"2A240","Poggiolo","2A",104,0,0
"2A247","Porto-Vecchio","2A",11198,25,1.9315958
"2A253","Quasquara","2A",66,0,0
"2A258","Renno","2A",62,0,0
"2A259","Rezza","2A",61,0,0
"2A262","Rosazia","2A",53,0,0
"2A266","Salice","2A",102,0,0
"2A268","Sampolo","2A",90,0,0
"2A270","Sari-d'Orcino","2A",351,0,0
"30007","Alès","30",46125,171,6.6526086
"30011","Les Angles","30",8908,60,11.6731835
"30012","Aramon","30",4081,16,7.3394495
"30015","Arphy","30",139,0,0
"30017","Arrigas","30",219,0,0
"30027","Bagard","30",2605,9,7.377555
"30028","Bagnols-sur-Cèze","30",18112,63,6.0821692
"30032","Beaucaire","30",15692,62,7.8723852
"30033","Beauvoisin","30",6066,7,2.7983818
"30034","Bellegarde","30",8035,25,6.9773932
"30036","Bernis","30",3286,7,4.5339321
"30039","Bezouce","30",2348,6,5.3428317
"30044","Bonnevaux","30",78,0,0
"30047","Bouillargues","30",6070,26,8.9361201
"30059","Le Cailar","30",2578,17,13.3647799
"30060","Caissargues","30",4079,17,8.6253713
"30061","La Calmette","30",2604,10,8.147699
"30062","Calvisson","30",6486,12,3.4381675
"30064","Campestre-et-Luc","30",163,0,0
"30066","Cannes-et-Clairan","30",617,6,20.6896552
"30073","Castillon-du-Gard","30",1695,8,8.4862174
"30074","Causse-Bégon","30",25,0,0
"30075","Caveirac","30",4408,9,4.3159556
"30077","Cendras","30",1599,12,11.7937294
"30082","Clarensac","30",4386,12,6.1991554
"30083","Codognan","30",2529,12,9.8656415
"30093","Conqueyrac","30",117,0,0
"30113","Fons-sur-Lussan","30",241,0,0
"30114","Fontanès","30",700,7,20.4252766
"30117","Fourques","30",2680,13,9.2986466
"30123","Gallargues-le-Montueux","30",3659,14,6.8282694
"30125","Garons","30",5381,21,9.5902733
"30128","Générac","30",4046,8,4.0584958
"30133","Le Grau-du-Roi","30",8588,55,2.2730999
"30137","Lamelouze","30",139,0,0
"30139","Lanuéjols","30",341,0,0
"30141","Laudun-l'Ardoise","30",6835,11,3.8145933
"30153","Malons-et-Elze","30",111,0,0
"30154","Mandagout","30",368,0,0
"30155","Manduel","30",7044,26,8.2437056
"30156","Marguerittes","30",8346,34,8.4179252
"30169","Milhaud","30",6297,31,10.7158895
"30173","Mons","30",1813,5,5.5869986
"30174","Montaren-et-Saint-Médiers","30",1397,24,28.1180568
"30179","Montfrin","30",3122,9,5.3705085
"30189","Nîmes","30",151839,619,7.1398977
"30202","Pont-Saint-Esprit","30",10958,35,5.7804148
"30206","Poulx","30",4348,15,7.879507
"30209","Pujaut","30",3982,16,8.1496272
"30211","Redessan","30",4211,11,5.988024
"30212","Remoulins","30",2278,6,4.4965195
"30213","Revens","30",37,0,0
"30217","Rochefort-du-Gard","30",8117,39,10.7853982
"30219","Rogues","30",83,0,0
"30221","Roquemaure","30",5529,22,7.6501453
"30225","Sabran","30",1591,10,10.1367947
"30226","Saint-Alexandre","30",1245,9,14.516129
"30238","Saint-Bresson","30",73,0,0
"30242","Saint-Christol-de-Rodières","30",160,0,0
"30243","Saint-Christol-lez-Alès","30",7310,29,8.2341031
"30257","Saint-Gervasy","30",1984,8,9.3141804
"30258","Saint-Gilles","30",14734,25,3.5437665
"30259","Saint-Hilaire-de-Brethmas","30",4670,19,8.3034827
"30263","Saint-Hippolyte-du-Fort","30",3737,17,7.1559495
"30274","Saint-Julien-les-Rosiers","30",3533,14,8.3365373
"30278","Saint-Laurent-des-Arbres","30",2996,14,9.9915921
"30283","Saint-Martial","30",177,0,0
"30284","Saint-Martin-de-Valgalgues","30",4840,19,8.2215281
"30286","Saint-Maximin","30",798,12,23.6504681
"30294","Saint-Privat-des-Vieux","30",5703,20,7.5097957
"30295","Saint-Quentin-la-Poterie","30",3173,19,10.4481547
"30299","Saint-Siffret","30",1126,6,7.3663906
"30302","Saint-Victor-la-Coste","30",2233,8,7.3142443
"30305","Salindres","30",3648,13,6.9512148
"30312","Sauveterre","30",2025,7,7.4231177
"30315","Saze","30",2096,12,11.5669734
"30320","Seynes","30",180,0,0
"30321","Sommières","30",5073,17,6.0822898
"30322","Soudorgues","30",269,0,0
"30326","Tavel","30",2083,12,11.342155
"30331","Tresques","30",1829,25,26.1506276
"30332","Trèves","30",116,0,0
"30333","Uchaud","30",4879,13,5.7148887
"30334","Uzès","30",8519,50,8.2513306
"30335","Vabres","30",139,0,0
"30341","Vauvert","30",11671,35,5.9971178
"30342","Vénéjan","30",1260,8,12.5470238
"30344","Vergèze","30",5788,21,8.0552359
"30348","Vézénobres","30",1865,17,15.8908822
"30351","Villeneuve-lès-Avignon","30",13148,93,12.4654995
"30352","Villevieille","30",1889,18,18.166794
"30353","Vissec","30",68,0,0
"30356","Rodilhan","30",2799,7,5.058493
"31003","Aigrefeuille","31",1369,8,15.9086775
"31004","Ayguesvives","31",2812,35,29.4860994
"31005","Alan","31",292,0,0
"31009","Antichan-de-Frontignes","31",158,0,0
"31010","Antignac","31",83,0,0
"31011","Arbas","31",285,0,0
"31012","Arbon","31",93,0,0
"31014","Arguenos","31",90,0,0
"31019","Artigue","31",36,0,0
"31021","Aspret-Sarrat","31",130,0,0
"31022","Aucamville","31",9623,37,7.4711385
"31027","Auribail","31",193,0,0
"31030","Ausseing","31",91,0,0
"31032","Aussonne","31",7997,19,5.4964466
"31033","Auterive","31",10456,47,9.1205932
"31034","Auzas","31",222,0,0
"31035","Auzeville-Tolosane","31",4665,13,5.3425117
"31036","Auzielle","31",1635,5,7.1998186
"31037","Avignonet-Lauragais","31",1573,6,8.1311866
"31039","Bachas","31",90,0,0
"31040","Bachos","31",31,0,0
"31044","Balma","31",17772,122,14.2878836
"31047","Bax","31",101,0,0
"31048","Baziège","31",3583,23,14.5018916
"31049","Bazus","31",603,5,18.4553589
"31056","Beauzelle","31",8713,22,5.7334747
"31057","Belberaud","31",1597,8,12.5389047
"31058","Belbèze-de-Lauragais","31",125,0,0
"31060","Bélesta-en-Lauragais","31",114,0,0
"31062","Bellesserre","31",109,0,0
"31063","Benque","31",177,0,0
"31064","Benque-Dessous-et-Dessus","31",30,0,0
"31065","Bérat","31",3087,9,7.0626595
"31067","Bezins-Garraux","31",46,0,0
"31068","Billière","31",32,0,0
"31069","Blagnac","31",27604,111,7.6667898
"31078","Boudrac","31",148,0,0
"31079","Bouloc","31",4618,13,6.4691396
"31081","Bourg-d'Oueil","31",14,0,0
"31086","Bouzin","31",82,0,0
"31088","Brax","31",3037,8,6.5296865
"31091","Bruguières","31",6202,18,6.4290102
"31094","Buzet-sur-Tarn","31",2963,8,5.9633206
"31095","Cabanac-Cazaux","31",128,0,0
"31107","Carbonne","31",5563,31,11.1267585
"31113","Castanet-Tolosan","31",15317,81,9.61089
"31115","Castelgaillard","31",60,0,0
"31116","Castelginest","31",11271,25,4.6603876
"31117","Castelmaurou","31",4524,49,26.9082921
"31118","Castelnau-d'Estrétefonds","31",7003,25,8.0956731
"31121","Castéra-Vignoles","31",64,0,0
"31122","Casties-Labrande","31",94,0,0
"31123","Castillon-de-Larboust","31",84,0,0
"31127","Caubous","31",3,0,0
"31129","Cazarilh-Laspènes","31",13,0,0
"31130","Cazaril-Tambourès","31",89,0,0
"31131","Cazaunous","31",64,0,0
"31132","Cazaux-Layrisse","31",59,0,0
"31133","Cazeaux-de-Larboust","31",88,0,0
"31134","Cazeneuve-Montaut","31",82,0,0
"31140","Chein-Dessus","31",209,0,0
"31145","Cintegabelle","31",3006,10,6.8168289
"31146","Cirès","31",9,0,0
"31149","Colomiers","31",40882,132,6.875028
"31150","Cornebarrieu","31",8978,28,6.922002
"31152","Coueilles","31",85,0,0
"31155","Couret","31",233,0,0
"31157","Cugnaux","31",20662,76,7.8232376
"31160","Daux","31",2643,9,7.580465
"31163","Drémil-Lafage","31",2608,38,32.8983946
"31165","Eaunes","31",6539,19,6.4762347
"31169","Escalquens","31",6924,37,11.2564649
"31170","Escanecrabe","31",210,0,0
"31172","Esparron","31",42,0,0
"31177","Eup","31",139,0,0
"31182","Fenouillet","31",5784,25,8.9670014
"31184","Flourens","31",2084,5,6.0521514
"31186","Fonbeauzard","31",3204,14,8.4325737
"31187","Fonsorbes","31",12954,44,7.5977437
"31188","Fontenilles","31",5906,23,10.1697376
"31191","Fougaron","31",109,0,0
"31195","Francazal","31",28,0,0
"31197","Franquevielle","31",339,0,0
"31198","Le Fréchet","31",129,0,0
"31200","Frontignan-de-Comminges","31",80,0,0
"31201","Frontignan-Savès","31",66,0,0
"31202","Fronton","31",6671,23,7.5657895
"31203","Frouzins","31",9805,29,6.5263425
"31205","Gagnac-sur-Garonne","31",3198,12,7.5757576
"31209","Garac","31",168,0,0
"31217","Génos","31",71,0,0
"31218","Gensac-de-Boulogne","31",109,0,0
"31221","Gouaux-de-Larboust","31",40,0,0
"31226","Gouzens","31",81,0,0
"31230","Gratentour","31",4906,25,11.3268987
"31232","Grenade","31",9062,14,3.1674936
"31235","Guran","31",59,0,0
"31236","Herran","31",74,0,0
"31237","His","31",235,0,0
"31241","Izaut-de-l'Hôtel","31",298,0,0
"31242","Jurvielle","31",23,0,0
"31243","Juzes","31",73,0,0
"31244","Juzet-de-Luchon","31",366,0,0
"31248","Labarthe-sur-Lèze","31",6585,21,7.4812968
"31252","Labastide-Saint-Sernin","31",1925,14,16.4126612
"31254","Labège","31",4392,29,10.4736585
"31259","Lacroix-Falgarde","31",2030,13,13.3756787
"31260","Laffite-Toupière","31",98,0,0
"31267","Lahitère","31",52,0,0
"31271","Lanta","31",2283,5,5.1026666
"31273","Lapeyrouse-Fossat","31",3043,20,16.021482
"31279","Latour","31",80,0,0
"31282","Launaguet","31",9173,48,11.0247099
"31287","Lavernose-Lacasse","31",3798,10,6.2563547
"31290","Lège","31",32,0,0
"31291","Léguevin","31",9945,47,10.1340233
"31292","Lescuns","31",75,0,0
"31293","Lespinasse","31",3251,13,9.9900232
"31294","Lespiteau","31",78,0,0
"31295","Lespugue","31",75,0,0
"31297","Lévignac","31",2206,10,9.5313897
"31299","Lherm","31",3880,22,13.1988521
"31301","Lilhac","31",140,0,0
"31303","Longages","31",3392,6,4.0636486
"31304","Loubens-Lauragais","31",454,0,0
"31306","Lourde","31",123,0,0
"31312","Mailholas","31",34,0,0
"31313","Malvezie","31",113,0,0
"31321","Marsoulas","31",143,0,0
"31322","Martisserre","31",64,0,0
"31324","Martres-Tolosane","31",2387,8,6.0015004
"31325","Mascarville","31",179,0,0
"31327","Mauran","31",201,0,0
"31335","Mayrègne","31",28,0,0
"31337","Melles","31",95,0,0
"31342","Milhas","31",191,0,0
"31343","Mirambeau","31",64,0,0
"31345","Miremont","31",2838,7,6.3810141
"31348","Moncaup","31",37,0,0
"31351","Mondonville","31",6060,18,5.70135
"31355","Mons","31",1861,14,19.6078431
"31360","Montauban-de-Luchon","31",498,0,0
"31364","Montberon","31",3158,15,11.700468
"31367","Montclar-de-Comminges","31",79,0,0
"31369","Mont-de-Galié","31",24,0,0
"31373","Montesquieu-Guittaut","31",171,0,0
"31378","Montgaillard-sur-Save","31",66,0,0
"31381","Montgiscard","31",2587,7,6.0704152
"31382","Montgras","31",116,0,0
"31384","Montlaur","31",1791,13,17.7170991
"31389","Montrabé","31",4473,25,11.9668288
"31395","Muret","31",26079,70,5.5029443
"31396","Nailloux","31",4211,16,8.5427295
"31399","Noé","31",3067,6,4.4746154
"31404","Oô","31",104,0,0
"31405","Ore","31",120,0,0
"31408","Payssous","31",80,0,0
"31409","Péchabou","31",2449,12,10.3415505
"31410","Pechbonnieu","31",4922,8,4.0302658
"31411","Pechbusque","31",975,10,24.7061982
"31415","Peyrouzet","31",81,0,0
"31417","Pibrac","31",8977,56,14.3399981
"31418","Pin-Balma","31",1081,5,11.7751559
"31420","Pinsaguel","31",2786,11,7.8079439
"31421","Pins-Justaret","31",4378,30,15.015015
"31422","Plagne","31",95,0,0
"31424","Plaisance-du-Touch","31",21079,71,7.8431455
"31428","Polastron","31",70,0,0
"31431","Portet-d'Aspet","31",63,0,0
"31432","Portet-de-Luchon","31",37,0,0
"31433","Portet-sur-Garonne","31",9782,48,11.168076
"31434","Poubeau","31",78,0,0
"31437","Pouze","31",89,0,0
"31440","Proupiary","31",61,0,0
"31444","Puysségur","31",140,0,0
"31445","Quint-Fonsegrives","31",6133,34,11.2322431
"31446","Ramonville-Saint-Agne","31",15158,66,8.2097941
"31447","Razecueillé","31",29,0,0
"31449","Régades","31",137,0,0
"31451","Revel","31",9762,43,7.6018198
"31452","Rieucazé","31",52,0,0
"31454","Rieumes","31",3517,17,8.988767
"31458","Roques","31",5436,21,8.8796727
"31460","Roquettes","31",4280,25,12.5986413
"31462","Rouffiac-Tolosan","31",2363,17,16.0632592
"31465","Saccourvielle","31",22,0,0
"31467","Saint-Alban","31",6534,23,7.4058978
"31477","Saint-Élix-Séglan","31",51,0,0
"31479","Saint-Ferréol-de-Comminges","31",59,0,0
"31480","Sainte-Foy-d'Aigrefeuille","31",2576,10,10.10975
"31483","Saint-Gaudens","31",12139,94,12.9423355
"31484","Saint-Geniès-Bellevue","31",2495,9,7.6530612
"31488","Saint-Jean","31",11261,41,7.1607721
"31490","Saint-Jory","31",8662,15,4.0239754
"31493","Saint-Lary-Boujean","31",127,0,0
"31497","Saint-Loup-Cammas","31",2334,6,6.3525268
"31498","Saint-Loup-en-Comminges","31",38,0,0
"31499","Saint-Lys","31",9892,28,6.3915709
"31500","Saint-Mamet","31",548,0,0
"31502","Saint-Marcet","31",368,0,0
"31506","Saint-Orens-de-Gameville","31",14646,76,10.5497376
"31508","Saint-Paul-d'Oueil","31",46,0,0
"31509","Saint-Pé-d'Ardet","31",166,0,0
"31514","Saint-Rome","31",57,0,0
"31517","Saint-Sulpice-sur-Lèze","31",2277,9,7.9419903
"31521","Saleich","31",335,0,0
"31523","Salies-du-Salat","31",1733,5,3.9137929
"31524","Salles-et-Pratviel","31",129,0,0
"31526","La Salvetat-Saint-Gilles","31",8511,30,7.9527114
"31528","Saman","31",143,0,0
"31534","Saussens","31",217,0,0
"31541","Seilh","31",3356,16,9.0211273
"31544","Sengouagnet","31",228,0,0
"31547","Seysses","31",10539,35,8.4436948
"31548","Signac","31",40,0,0
"31549","Sode","31",18,0,0
"31555","Toulouse","31",514819,2390,7.4996204
"31557","Tournefeuille","31",30168,139,9.5257938
"31559","Trébons-de-Luchon","31",8,0,0
"31561","L'Union","31",12638,113,17.907211
"31572","Venerque","31",2974,14,10.3122633
"31573","Verfeil","31",3954,16,9.1324201
"31574","Vernet","31",3381,16,11.2522059
"31575","Vieille-Toulouse","31",1230,37,67.8748955
"31582","Villefranche-de-Lauragais","31",5072,40,16.6152351
"31584","Villemur-sur-Tarn","31",6345,17,5.1566547
"31588","Villeneuve-Tolosane","31",11044,38,7.6224855
"31590","Binos","31",40,0,0
"31591","Escoulis","31",76,0,0
"32004","Arblade-le-Bas","32",134,0,0
"32007","Ardizas","32",217,0,0
"32008","Armentieux","32",73,0,0
"32009","Armous-et-Cau","32",96,0,0
"32010","Arrouède","32",85,0,0
"32013","Auch","32",22428,142,10.2577758
"32017","Aurensan","32",131,0,0
"32018","Aurimont","32",211,0,0
"32021","Avensac","32",73,0,0
"32026","Bajonnette","32",104,0,0
"32027","Barcelonne-du-Gers","32",1401,9,11.3558418
"32030","Bars","32",123,0,0
"32034","Bazugues","32",63,0,0
"32035","Beaucaire","32",255,0,0
"32042","Belloc-Saint-Clamens","32",136,0,0
"32049","Bétous","32",78,0,0
"32052","Bezolles","32",129,0,0
"32058","Blousson-Sérian","32",32,0,0
"32059","Bonas","32",106,0,0
"32060","Boucagnères","32",207,0,0
"32063","Bouzon-Gellenave","32",159,0,0
"32068","Cadeilhan","32",150,0,0
"32069","Cadeillan","32",85,0,0
"32078","Castelnau-d'Arbieu","32",223,0,0
"32096","Cazaubon","32",1665,10,4.0808827
"32100","Cazeneuve","32",157,0,0
"32104","Clermont-Pouyguillès","32",164,0,0
"32107","Condom","32",6473,23,5.5690073
"32108","Corneillan","32",155,0,0
"32111","Courties","32",46,0,0
"32114","Cuélas","32",127,0,0
"32119","Eauze","32",4108,7,2.7855857
"32124","Espaon","32",186,0,0
"32126","Estampes","32",162,0,0
"32129","Estramiac","32",119,0,0
"32132","Fleurance","32",6247,20,5.2281271
"32135","Fustérouau","32",125,0,0
"32142","Gavarret-sur-Aulouste","32",136,0,0
"32145","Gée-Rivière","32",45,0,0
"32150","Goutz","32",212,0,0
"32152","Haget","32",363,0,0
"32153","Haulies","32",152,0,0
"32158","L'Isle-Bouzon","32",252,0,0
"32160","L'Isle-Jourdain","32",9537,52,10.9098643
"32161","Izotges","32",86,0,0
"32177","Lagarde-Hachan","32",164,0,0
"32186","Lamaguère","32",81,0,0
"32188","Lamothe-Goas","32",82,0,0
"32189","Lannemaignan","32",105,0,0
"32194","Larressingle","32",213,0,0
"32196","Larroque-Saint-Sernin","32",162,0,0
"32205","Laveraët","32",103,0,0
"32208","Lectoure","32",3670,15,6.2230072
"32216","Lourties-Monbrun","32",150,0,0
"32229","Mansempuy","32",55,0,0
"32232","Maravat","32",50,0,0
"32240","Mascaras","32",56,0,0
"32247","Maurens","32",304,0,0
"32270","Mongausy","32",91,0,0
"32272","Monlaur-Bernet","32",163,0,0
"32283","Montégut-Arros","32",280,0,0
"32294","Mourède","32",70,0,0
"32296","Nogaro","32",2238,7,5.5241779
"32299","Noulens","32",100,0,0
"32307","Pavie","32",2566,16,12.1824154
"32320","Plieux","32",159,0,0
"32322","Pompiac","32",205,0,0
"32324","Ponsan-Soubiran","32",80,0,0
"32327","Pouy-Loubrin","32",85,0,0
"32334","Pujaudran","32",1750,5,6.8817186
"32337","Puységur","32",72,0,0
"32341","Réjaumont","32",246,0,0
"32342","Ricourt","32",44,0,0
"32349","Roquelaure-Saint-Aubin","32",102,0,0
"32352","Rozès","32",113,0,0
"32354","Sabazan","32",126,0,0
"32355","Sadeillan","32",79,0,0
"32357","Sainte-Anne","32",123,0,0
"32362","Saint-Aunix-Lengros","32",151,0,0
"32363","Sainte-Aurence-Cazaux","32",89,0,0
"32367","Saint-Christaud","32",64,0,0
"32371","Saint-Créac","32",86,0,0
"32376","Sainte-Gemme","32",121,0,0
"32379","Saint-Germier","32",212,0,0
"32390","Saint-Martin-d'Armagnac","32",230,0,0
"32392","Saint-Martin-Gimois","32",87,0,0
"32393","Saint-Maur","32",135,0,0
"32399","Saint-Orens","32",82,0,0
"32401","Saint-Ost","32",95,0,0
"32405","Sainte-Radegonde","32",172,0,0
"32409","Samaran","32",74,0,0
"32411","Sansan","32",102,0,0
"32415","Sarraguzan","32",88,0,0
"32419","Sauviac","32",103,0,0
"32420","Sauvimont","32",65,0,0
"32421","Savignac-Mona","32",146,0,0
"32422","Scieurac-et-Flourès","32",44,0,0
"32423","Séailles","32",70,0,0
"32427","Sembouès","32",58,0,0
"32431","Sérempuy","32",42,0,0
"32438","Tachoires","32",115,0,0
"32440","Tasque","32",243,0,0
"32441","Taybosc","32",68,0,0
"32447","Tirent-Pontéjac","32",75,0,0
"32450","Tourdun","32",117,0,0
"32455","Troncens","32",159,0,0
"32456","Tudelle","32",56,0,0
"32462","Vic-Fezensac","32",3577,13,5.8388343
"33003","Ambarès-et-Lagrave","33",17644,65,8.7034152
"33004","Ambès","33",3313,24,16.2052667
"33005","Andernos-les-Bains","33",12710,34,3.3685603
"33009","Arcachon","33",11092,89,5.02334
"33011","Arès","33",6482,9,1.7451767
"33012","Arsac","33",4124,13,7.9895274
"33013","Artigues-près-Bordeaux","33",8687,40,10.2640578
"33015","Arveyres","33",2056,9,9.2497431
"33018","Aubie-et-Espessas",NA,3793,19,11.564386
"33019","Audenge","33",9596,27,5.2455191
"33022","Avensan","33",3140,6,4.7241988
"33029","Le Barp","33",5806,25,10.2805545
"33032","Bassens","33",8435,40,10.3674658
"33036","Bazas","33",4854,19,6.7337515
"33037","Beautiran","33",2488,13,12.2397423
"33039","Bègles","33",31831,227,13.8371799
"33042","Belin-Béliet","33",6275,17,5.7492886
"33049","Beychac-et-Caillau","33",2625,21,19.0533568
"33051","Biganos","33",11431,48,9.1066541
"33053","Birac","33",240,0,0
"33056","Blanquefort","33",17215,102,12.6005525
"33058","Blaye","33",5066,15,4.6875
"33063","Bordeaux","33",267991,1493,8.8627692
"33065","Bouliac","33",3804,8,4.7306298
"33067","Bourg","33",2244,7,5.3489376
"33069","Le Bouscat","33",25081,144,10.881535
"33074","Brouqueyran","33",196,0,0
"33075","Bruges","33",20020,110,10.5345777
"33080","Cadaujac","33",6909,35,11.4481411
"33081","Cadillac-sur-Garonne","33",2670,7,4.7242519
"33085","Camblanes-et-Meynac","33",3181,16,11.9850187
"33090","Canéjan","33",5756,27,9.0301003
"33096","Carbon-Blanc","33",8331,30,8.0825169
"33097","Carcans","33",2415,6,1.3490915
"33099","Carignan-de-Bordeaux","33",4388,25,13.4090432
"33100","Cars","33",1227,5,7.9286505
"33103","Castelmoron-d'Albret","33",50,0,0
"33104","Castelnau-de-Médoc","33",4907,14,6.287819
"33108","Castillon-la-Bataille","33",3344,12,5.8280719
"33114","Cavignac","33",2372,13,11.2017305
"33117","Cazaugitat","33",220,0,0
"33118","Cénac","33",2195,9,9.4779511
"33119","Cenon","33",26834,113,8.0893036
"33122","Cestas","33",16666,164,21.4969484
"33123","Cézac","33",2727,17,15.9927483
"33131","Coirac","33",219,0,0
"33133","Coubeyrac","33",74,0,0
"33135","Courpiac","33",121,0,0
"33138","Coutras","33",8678,26,5.7313218
"33140","Créon","33",4950,14,5.783521
"33143","Cubzac-les-Ponts","33",2693,10,8.5446819
"33146","Cussac-Fort-Médoc","33",2279,7,7.2458798
"33149","Daubèze","33",143,0,0
"33162","Eysines","33",24825,163,13.4716882
"33165","Fargues-Saint-Hilaire","33",3543,12,6.9605568
"33167","Floirac","33",18300,75,8.903532
"33177","Gaillan-en-Médoc","33",2385,6,4.4543057
"33179","Galgon","33",3144,5,3.2823594
"33180","Gans","33",207,0,0
"33185","Génissac","33",2041,6,6.5209848
"33189","Gornac","33",441,0,0
"33192","Gradignan","33",26952,139,10.4572342
"33199","Gujan-Mestras","33",22153,50,3.607334
"33200","Le Haillan","33",11392,70,12.2787285
"33203","Hourtin","33",4045,5,1.250896
"33207","Izon","33",6374,16,6.2056797
"33208","Jau-Dignac-et-Loirac","33",1007,5,6.9301505
"33213","La Brède","33",4386,21,10.0287163
"33214","Lacanau","33",5739,20,2.0520786
"33223","Landerrouat","33",217,0,0
"33226","Langoiran","33",2215,10,8.5178876
"33227","Langon","33",7674,25,5.3359567
"33229","Lanton","33",7337,20,3.9824185
"33231","Laroque","33",285,0,0
"33232","Lartigue","33",41,0,0
"33234","Latresne","33",3714,15,8.4364454
"33236","Lège-Cap-Ferret","33",7909,74,6.1618395
"33238","Léognan","33",10670,51,10.6109663
"33240","Lesparre-Médoc","33",5872,30,8.8626292
"33243","Libourne","33",25036,71,4.9868459
"33248","Listrac-Médoc","33",2807,7,5.4474708
"33249","Lormont","33",25769,57,4.7903934
"33256","Ludon-Médoc","33",5578,15,6.4364014
"33257","Lugaignac","33",433,0,0
"33262","Macau","33",4576,23,11.4992867
"33268","Margaux-Cantenac","33",2845,9,6.1810614
"33269","Margueron","33",365,0,0
"33270","Marimbault","33",196,0,0
"33273","Martignas-sur-Jalle","33",8056,10,2.820079
"33274","Martillac","33",3659,12,8.1285541
"33281","Mérignac","33",78090,410,9.7848636
"33284","Mios","33",12043,41,8.285624
"33291","Montagoudin","33",165,0,0
"33293","Montussan","33",3628,16,10.2662157
"33297","Moulis-en-Médoc","33",1962,8,9.2215225
"33304","Neuffons","33",154,0,0
"33312","Parempuyre","33",10672,48,9.9415592
"33314","Pauillac","33",5190,12,4.4208766
"33318","Pessac","33",67339,446,12.8481298
"33321","Peujard","33",2195,8,9.2636216
"33322","Le Pian-Médoc","33",7292,43,14.5762168
"33324","Pineuilh","33",4490,32,12.792651
"33327","Podensac","33",3269,14,9.8448874
"33330","Pompignac","33",3577,17,11.1317183
"33334","Portets","33",2618,12,9.3312597
"33336","Préchac","33",1061,5,7.8369906
"33341","Pugnac","33",2453,10,8.6690669
"33349","Quinsac","33",2217,7,7.1481979
"33352","La Réole","33",4487,21,8.4604673
"33353","Rimons","33",198,0,0
"33363","Sadirac","33",4769,14,7.1703919
"33366","Saint-André-de-Cubzac","33",12626,51,8.4873949
